WordSequence,Predicate,StartOfDialogueAgent,EndOfDialogueAgent,StartOfDialogue,EndOfDialogue
"['天蛊婆婆', '看', '了', '眼单纯', '的', '傻姑娘', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
"['丽娜拉扯', '一下', '哥哥', '的', '袖子', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '摇头', '叹息', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安呆坐', '着', '半天', '没', '说', ':', '「', '对话', '内容', '」']",4,0,0,3,3
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '随口', '解释', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '严肃', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安耸耸肩', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安', '戒备', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['黑猫', '解释', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安', '提议', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['平远伯嫡子', '颤声开口', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '正', '愁', '怎么', '回报', '救命之恩', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
"['橘猫口吐人言', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安', '茫然', '反问', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['金莲道长', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['橘猫', '解释', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['姜律中沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['女人', '颤声', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['姜律中', '再', '问', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['一', '位', '银锣', '匆匆', '禀告', ',', '道', ':', '「', '对话', '内容', '」']",6,0,2,8,11
"['许七安', '语气', '亲和', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '提出', '自己', '的', '要求', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['许二叔', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许铃音', '的', '小脸', '绽放', '纯真', '的', '笑容', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['许二叔', '催促', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许二叔心说', ':', '「', '对话', '内容', '」']",,,,,
"['褚采薇', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['姜律中', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['姜律中', '把', '自己', '的', '推测', '说', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许七安', '坦然', '回答', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['魏渊', '眯', '了眯眼', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['魏渊', '习惯', '了', '这个', '小铜锣屏退左右', '的', '要求', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['许七安', '一脸', '诚恳', '的', '说', ':', '「', '对话', '内容', '」']",4,0,0,1,3
"['许七安', '回答', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['绝色道', ':', '「', '对话', '内容', '」']",,,,,
"['她', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['魏渊道', ':', '「', '对话', '内容', '」']",,,,,
"['刘公公连连', '摆手', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '感慨', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['誉王', '苦笑一声', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['誉王', '有些', '惊讶', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['誉王道', ':', '「', '对话', '内容', '」']",,,,,
"['誉王无奈', '的', '笑', '了', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['守城', '的', '羽林卫', '回答', ',', '道', ':', '「', '对话', '内容', '」']",5,0,2,7,10
"['许七安', '大喊', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['张尚书', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['张奉', '目光', '严厉', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '脸上', '带', '着', '蛊惑', '的', '笑容', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['橘猫', '摇摇头', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['橘猫', '歪', '了', '歪头', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许七安', '回答', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['有人', '淡淡说', ':', '「', '对话', '内容', '」']",,,,,
"['黑袍', '男子', '嘶哑', '的', '声音', '问道', ':', '「', '对话', '内容', '」']",5,0,4,7,10
"['白衣男子', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['始终', '以后背对', '人', '的', '白衣男子', '诧异', '的', '说', ':', '「', '对话', '内容', '」']",7,0,0,1,4
"['用剑', '的', '金锣反问道', ':', '「', '对话', '内容', '」']",,,,,
"['白衣', '术士', '说', ':', '「', '对话', '内容', '」']",2,0,1,4,7
"['用剑', '的', '金锣说', ':', '「', '对话', '内容', '」']",,,,,
"['姜律中', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['杨千幻', '的', '声音', '拔高', '了', '几分', ',', '道', ':', '「', '对话', '内容', '」']",7,0,2,9,12
"['南宫倩柔恨恨道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '笑', '着', '进来', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许七安', '惭愧', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['许铃音', '无法', '接受', '自己', '舍不得', '吃', '的', '鸡腿', '是', '自己', '吃掉', '的', '事实', ',', '道', ':', '「', '对话', '内容', '」']",14,0,0,16,19
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['他', '眯着', '眼', '说', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['四', '位', '金锣面无表情', '的', '盯', '着', '他', ',', '道', ':', '「', '对话', '内容', '」']",8,0,3,10,13
"['许七安', '不', '承认', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '问', '的', '是', '封印物本尊', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['姜律中', '回答', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['魏渊道', ':', '「', '对话', '内容', '」']",,,,,
"['魏渊', '拒绝', '透露', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['魏渊温和', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['魏渊', '喝', '了', '一', '口', '茶', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
"['许七安心领神会', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['用剑', '的', '金锣笑道', ':', '「', '对话', '内容', '」']",,,,,
"['李玉春', '猜测', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '抱拳', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '感觉', '对方话里', '有话', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['张尚书', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '没', '想到', '对方', '如何', '配合', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
"['张易摇头', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安', '一下子', '振奋', '起来', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['宋廷风', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安诚恳', '的', '建议', ',', '道', ':', '「', '对话', '内容', '」']",4,0,1,6,9
"['许七安', '劝说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['宋廷风', '很', '坦然', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['朱广孝', '言简意赅', '的', '说', ':', '「', '对话', '内容', '」']",3,0,0,1,2
"['浮香', '摇摇头', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['丫鬟', '窃笑', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['浮香撇嘴', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['浮香柔声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['明砚', '和', '浮香', '失声', '惊呼', ',', '道', ':', '「', '对话', '内容', '」']",6,0,2,8,11
"['众花魁', '焦急', '催促', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['花魁们', '猜测', '道', ':', '「', '对话', '内容', '」']",1,0,0,4,7
"['另', '一', '位', '妖冶多情', '的', '花魁', '抛来媚眼', ',', '道', ':', '「', '对话', '内容', '」']",8,0,5,10,13
"['小青衣', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '故作', '高深', '的', '说', ':', '「', '对话', '内容', '」']",4,0,0,2,3
"['许七安', '疑惑', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安生怕', '这', '位', '逼格满满', '的', '高人', '出手', '灭杀', '妖女', ',', '道', ':', '「', '对话', '内容', '」']",10,0,5,12,15
"['白衣男子', '淡淡道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '猜测', '对方', '是', '监正', '的', '某位', '弟子', ',', '道', ':', '「', '对话', '内容', '」']",9,0,0,11,14
"['她', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['杨千幻', '忽然', '说', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['丫鬟', '吃', '了', '一惊', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['浮香轻声', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['恒慧嘶哑', '的', '声音', ',', '道', ':', '「', '对话', '内容', '」']",4,0,2,6,9
"['恒慧', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['明砚乖顺', '的', '回答', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '脸色', '严肃', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['李玉春', '一愣', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安耸耸肩', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安', '把', '怀里', '的', '名单', '拍', '在', '桌上', ',', '道', ':', '「', '对话', '内容', '」']",9,0,0,11,14
"['许七安', '脸色', '微变', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['橘猫', '催促', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['魏渊', '转过身来', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '低声', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['魏渊', '颔首', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['杨砚', '摇头', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '招手', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '诧异', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['金莲道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '无奈', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['恒远', '低声', '念诵', '了', '一', '句', '法号', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['姜律中沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['恒远', '低声', '说', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['姜律中沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['恒远', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['一', '位', '金锣质问道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '不', '太', '相信', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['银锣振奋', '的', '回头', '喊', '了', '一', '声', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['南宫倩柔沉声道', ':', '「', '对话', '内容', '」']",,,,,
"['姜律中', '皱眉', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['誉王涩声道', ':', '「', '对话', '内容', '」']",,,,,
"['誉王', '的', '声音', '平静', '的', '可怕', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['刘公公', '吓', '了', '一', '跳', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['杨千幻', '沉稳', '的', '语气', ',', '道', ':', '「', '对话', '内容', '」']",5,0,3,7,10
"['杨千幻', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安', '疑惑', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['魏渊', '摇头', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '惊讶', '的', '朝外张望', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '尽量', '用', '平和', '的', '措词', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,1,1
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '安慰', '她', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许铃音', '害怕', '的问', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,1,2
"['许七安屁颠颠', '的', '跑开', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '低头', '喝茶', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['恒远', '无奈道', ':', '「', '对话', '内容', '」']",,,,,
"['李玉春', '有些', '犹豫', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['元景帝', '貌似', '随意', '的', '提', '了', '一嘴', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['元景帝', '挥挥手', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['喉结', '滚动', '的', '声音', '传来', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['女子', '温柔', '的', '声音', '在', '耳边', '响起', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['魅娇声道', ':', '「', '对话', '内容', '」']",,,,,
"['魏渊道', ':', '「', '对话', '内容', '」']",,,,,
"['宋卿', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '回答', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['周赤雄', '痛哭', '起来', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['元景帝', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['刑部', '众人', '大慌', ',', '道', ':', '「', '对话', '内容', '」']",4,0,1,6,9
"['许七安', '请教道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '拍马屁', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['姜律中', '一口茶喷', '了', '出来', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['魏渊', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['姜律中', '笑', '着', '打趣', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['李玉春', '略', '有', '低沉', '的', '回', '了', '一', '声', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['李玉春', '痛心疾首道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['宋廷风', '和', '朱广孝', '觉得', '这个', '办法', '很', '赞', ',', '道', ':', '「', '对话', '内容', '」']",9,0,2,11,14
"['姜律中', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['宋廷风迎上去', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['丫鬟', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['几', '位', '花魁', '立刻', '来', '了', '兴趣', ',', '道', ':', '「', '对话', '内容', '」']",8,0,2,10,13
"['许七安', '点明', '来意', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '认真', '的', '说', ':', '「', '对话', '内容', '」']",3,0,0,1,2
"['许七安问', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['屋内', '的', '白衣', '术士', '们', '异口同声', '的', '说', ':', '「', '对话', '内容', '」']",7,0,4,5,6
"['老经纪', '的', '谦卑', '的', '问道', ':', '「', '对话', '内容', '」']",,,,,
"['褚采薇', '变戏法似的', '从', '鹿皮腰袋', '里', '摸出', '一', '把', '蜜饯', ',', '道', ':', '「', '对话', '内容', '」']",10,0,0,12,15
"['许七安', '挑眉笑道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '不动声色', '的', '问道', ':', '「', '对话', '内容', '」']",3,0,0,1,2
"['老经纪', '脸上', '依旧', '笑容谦卑', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安', '在', '旁看', '的', '津津有味', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['褚采薇', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '满口', '答应', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '没', '想到', '事情', '竟然', '比', '预料', '中', '的', '还要', '麻烦', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安道', ':', '「', '对话', '内容', '」']",,,,,
"['南宫倩柔恨恨道', ':', '「', '对话', '内容', '」']",,,,,
"['魏渊', '平静', '的', '回复', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['南宫倩柔', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['南宫倩柔酸溜溜', '的', '点头', ',', '道', ':', '「', '对话', '内容', '」']",4,0,2,6,9
"['褚采薇', '吃', '着', '酱猪蹄子', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['褚采薇', '没', '听', '清楚', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '亮出', '腰牌', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['一', '位', '铜锣', '说', ':', '「', '对话', '内容', '」']",3,0,2,5,8
"['许七安沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['守卫', '很', '硬气', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['许七安', '带', '着', '褚采薇', '进楼', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['许七安', '惭愧', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['魏渊', '没有', '解释', '为什么', '齐党', '要', '和', '他', '为敌', ',', '道', ':', '「', '对话', '内容', '」']",10,0,0,3,3
"['褚采薇', '吐槽', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安', '嘿然道', ':', '「', '对话', '内容', '」']",,,,,
"['魏渊道', ':', '「', '对话', '内容', '」']",,,,,
"['张开泰', '目光', '落', '在', '许七安', '手里', '的', '文书', ',', '道', ':', '「', '对话', '内容', '」']",9,0,7,11,14
"['客人们', '神色大骇', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['一', '位', '银锣冷笑', '着', '和', '认识', '的', '官员', '说', ':', '「', '对话', '内容', '」']",8,0,7,10,13
"['一', '位', '银锣厌恶', '的', '语气', ',', '道', ':', '「', '对话', '内容', '」']",6,0,4,8,11
"['褚采薇', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['张开泰', '解释', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许七安大惊', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['张开泰', '摇头', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['刑部', '尚书', '冷笑', '着', '摇头', ',', '道', ':', '「', '对话', '内容', '」']",6,0,1,8,11
"['孙尚书', '负手而立', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['孙尚书', '觉得', '这', '是', '刑部', '的', '人', '办事', '马虎', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['姜律中没好气道', ':', '「', '对话', '内容', '」']",,,,,
"['那位', '金锣', '说', ':', '「', '对话', '内容', '」']",2,0,1,4,7
"['官员', '回复', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['官员', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['官员', '低声', '说', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['孙尚书', '另', '寻突破口', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['孙尚书', '沉声', '道', ':', '「', '对话', '内容', '」']",2,0,0,1,1
"['许七安躬身作揖', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['大太监伏身道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安沉声', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['老经纪', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['婶婶', '生气', '的', '说', ':', '「', '对话', '内容', '」']",3,0,0,1,2
"['许玲月', '摇', '一下', '母亲', '的', '手臂', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
"['许铃音', '眨巴', '着', '天真无邪', '的', '大眼', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['有人', '低声', '嘟囔', ',', '道', ':', '「', '对话', '内容', '」']",,,,,
"['身边', '的', '铜锣不满道', ':', '「', '对话', '内容', '」']",,,,,
"['那个', '眯眯眼', '的', '铜锣', '振振有词', ',', '道', ':', '「', '对话', '内容', '」']",6,0,3,8,11
"['有铜锣', '说', ':', '「', '对话', '内容', '」']",,,,,
"['魏渊道', ':', '「', '对话', '内容', '」']",,,,,
"['魏渊温和', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['姜律中', '忽然', '闭嘴', '了', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['三', '位', '金锣看着', '他', ',', '道', ':', '「', '对话', '内容', '」']",5,0,3,7,10
"['姜律中', '摇头', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,5,8
"['许七安', '把', '两箩香菇', '倒进', '大缸', '里', '浸泡', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['切菜', '的', '厨娘', '笑道', ':', '「', '对话', '内容', '」']",,,,,
"['洗菜', '的', '厨娘', '搭话', ',', '道', ':', '「', '对话', '内容', '」']",5,0,2,7,10
"['烧火', '的', '厨娘', '说', ':', '「', '对话', '内容', '」']",3,0,2,5,8
"['厨娘们', '惊讶', '的', '问', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['厨娘', '激动', '的', '说', ':', '「', '对话', '内容', '」']",3,0,0,1,2
"['低头', '擦拭', '佩刀', '的', '许平志', '说', ':', '「', '对话', '内容', '」']",5,0,4,7,10
"['许铃音不服', ',', '道', ':', '「', '对话', '内容', '」']",2,0,0,4,7
"['许平志意外', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['他', '震惊', '的', '说', ':', '「', '对话', '内容', '」']",3,0,0,1,2
"['厨房', '连忙', '摆手', ',', '道', ':', '「', '对话', '内容', '」']",4,0,0,6,9
"['沉默寡言', '的', '朱广孝', '突然', '说', ':', '「', '对话', '内容', '」']",4,0,2,3,3
"['许七安', '提出', '自己', '的', '要求', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['许七安', '向', '两', '位', '同僚', '发起', '邀请', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['宋廷风', '斜', '了', '他', '一', '眼', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
"['许七安', '喃喃道', ':', '「', '对话', '内容', '」']",,,,,
"['许七安宽慰', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['老', '吏员', '有些', '害怕', ',', '道', ':', '「', '对话', '内容', '」']",5,0,1,7,10
"['宋廷风', '踢', '了', '许七安', '一脚', ',', '道', ':', '「', '对话', '内容', '」']",6,0,0,8,11
"['炼金术师', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['长公主', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['褚采薇', '道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['褚采薇', '茫然', ',', '道', ':', '「', '对话', '内容', '」']",3,0,0,1,1
"['褚采薇', '啄', '了', '啄脑袋', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['褚采薇', '最先', '关心', '的', '是', '这道', ':', '「', '对话', '内容', '」']",,,,,
"['怀庆公主', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '矜持', '的', '说', ':', '「', '对话', '内容', '」']",3,0,0,1,2
"['白衣人', '淡淡道', ':', '「', '对话', '内容', '」']",,,,,
"['宋卿', '抽', '了', '抽鼻翼', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['褚采薇', '说', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['宋卿', '摸', '了', '摸', '褚采薇', '的', '脑袋', ',', '道', ':', '「', '对话', '内容', '」']",8,0,0,10,13
"['许七安', '问道', ':', '「', '对话', '内容', '」']",1,0,0,3,6
"['许七安', '有些', '难以', '理解', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许铃音', '皱', '着', '小眉头', ',', '道', ':', '「', '对话', '内容', '」']",5,0,0,7,10
"['许七安', '摸', '了摸', '她', '的', '脑袋', ',', '道', ':', '「', '对话', '内容', '」']",7,0,0,9,12
